Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '65.2400', '2. high': '65.3300', '3. low': '64.9550', '4. close': '65.0490', '5. volume': '44848'}"
,"{'1. open': '65.1880', '2. high': '65.3530', '3. low': '65.0300', '4. close': '65.1540', '5. volume': '123188'}"
,"{'1. open': '65.1730', '2. high': '65.2550', '3. low': '65.0150', '4. close': '65.1020', '5. volume': '2431'}"
,"{'1. open': '65.1880', '2. high': '65.2550', '3. low': '64.9850', '4. close': '65.0870', '5. volume': '59700'}"
,"{'1. open': '65.1200', '2. high': '65.2550', '3. low': '64.9620', '4. close': '65.0490', '5. volume': '21400'}"
,"{'1. open': '65.2100', '2. high': '65.2850', '3. low': '64.9400', '4. close': '65.0120', '5. volume': '17837'}"
,"{'1. open': '65.1420', '2. high': '65.2850', '3. low': '64.9620', '4. close': '65.1320', '5. volume': '42250'}"
,"{'1. open': '65.1420', '2. high': '65.2400', '3. low': '64.9850', '4. close': '65.0870', '5. volume': '12111'}"
,"{'1. open': '65.2330', '2. high': '65.3000', '3. low': '65.0000', '4. close': '65.0720', '5. volume': '7407'}"
,"{'1. open': '65.1950', '2. high': '65.2930', '3. low': '65.0150', '4. close': '65.1090', '5. volume': '117383'}"
,"{'1. open': '65.0820', '2. high': '65.3000', '3. low': '64.9250', '4. close': '65.1240', '5. volume': '25700'}"
,"{'1. open': '64.9390', '2. high': '65.1200', '3. low': '64.7820', '4. close': '64.9590', '5. volume': '22400'}"
,"{'1. open': '64.9320', '2. high': '64.9990', '3. low': '64.7450', '4. close': '64.8160', '5. volume': '2300'}"
,"{'1. open': '64.9470', '2. high': '65.0900', '3. low': '64.7900', '4. close': '64.9360', '5. volume': '1000'}"
,"{'1. open': '64.9320', '2. high': '65.0220', '3. low': '64.7750', '4. close': '64.8690', '5. volume': '2800'}"
,"{'1. open': '64.9550', '2. high': '65.0220', '3. low': '64.7370', '4. close': '64.8090', '5. volume': '2400'}"
,"{'1. open': '64.9550', '2. high': '65.0220', '3. low': '64.7600', '4. close': '64.8460', '5. volume': '6646'}"
,"{'1. open': '64.9170', '2. high': '65.0220', '3. low': '64.7600', '4. close': '64.8690', '5. volume': '2100'}"
,"{'1. open': '64.8570', '2. high': '64.9620', '3. low': '64.7000', '4. close': '64.8090', '5. volume': '3310'}"
,"{'1. open': '64.8420', '2. high': '64.9090', '3. low': '64.6850', '4. close': '64.7560', '5. volume': '500'}"
,"{'1. open': '64.8190', '2. high': '64.9020', '3. low': '64.6400', '4. close': '64.7110', '5. volume': '300'}"
,"{'1. open': '64.8490', '2. high': '64.9170', '3. low': '64.6920', '4. close': '64.7640', '5. volume': '100'}"
,"{'1. open': '64.8270', '2. high': '64.9320', '3. low': '64.6020', '4. close': '64.7260', '5. volume': '3500'}"
,"{'1. open': '64.9020', '2. high': '64.9690', '3. low': '64.6770', '4. close': '64.7490', '5. volume': '2700'}"
,"{'1. open': '64.7970', '2. high': '64.8640', '3. low': '64.6020', '4. close': '64.6740', '5. volume': '480'}"
,"{'1. open': '64.8940', '2. high': '64.9920', '3. low': '64.5500', '4. close': '64.6210', '5. volume': '600'}"
,"{'1. open': '64.9770', '2. high': '65.0450', '3. low': '64.8120', '4. close': '64.8840', '5. volume': '400'}"
,"{'1. open': '64.9920', '2. high': '65.0600', '3. low': '64.8350', '4. close': '64.9060', '5. volume': '10000'}"
,"{'1. open': '65.0520', '2. high': '65.1200', '3. low': '64.8950', '4. close': '64.9660', '5. volume': '1000'}"
,"{'1. open': '65.1420', '2. high': '65.2100', '3. low': '64.9470', '4. close': '65.0190', '5. volume': '4000'}"
,"{'1. open': '65.1350', '2. high': '65.2030', '3. low': '64.9770', '4. close': '65.0490', '5. volume': '100'}"
,"{'1. open': '65.0370', '2. high': '65.1050', '3. low': '64.8800', '4. close': '64.9510', '5. volume': '1500'}"
,"{'1. open': '65.0220', '2. high': '65.0900', '3. low': '64.8650', '4. close': '64.9360', '5. volume': '100'}"
,"{'1. open': '65.1880', '2. high': '65.2550', '3. low': '65.0300', '4. close': '65.1020', '5. volume': '100'}"
,"{'1. open': '65.1880', '2. high': '65.2550', '3. low': '65.0300', '4. close': '65.1020', '5. volume': '100'}"
,"{'1. open': '65.1570', '2. high': '65.2250', '3. low': '65.0000', '4. close': '65.0720', '5. volume': '1500'}"
,"{'1. open': '65.0670', '2. high': '65.1350', '3. low': '64.8570', '4. close': '64.9290', '5. volume': '2000'}"
,"{'1. open': '65.0370', '2. high': '65.1050', '3. low': '64.8800', '4. close': '64.9510', '5. volume': '100'}"
,"{'1. open': '65.0600', '2. high': '65.1950', '3. low': '64.9020', '4. close': '65.0120', '5. volume': '2700'}"
,"{'1. open': '65.7140', '2. high': '65.8200', '3. low': '65.5400', '4. close': '65.6650', '5. volume': '14559'}"
,"{'1. open': '65.7140', '2. high': '65.7820', '3. low': '65.5250', '4. close': '65.6200', '5. volume': '6274'}"
,"{'1. open': '65.7210', '2. high': '65.7970', '3. low': '65.5550', '4. close': '65.6270', '5. volume': '2265'}"
,"{'1. open': '65.7360', '2. high': '65.8050', '3. low': '65.5550', '4. close': '65.6270', '5. volume': '2004'}"
,"{'1. open': '65.7210', '2. high': '65.7890', '3. low': '65.5470', '4. close': '65.6200', '5. volume': '988'}"
,"{'1. open': '65.7360', '2. high': '65.8050', '3. low': '65.5770', '4. close': '65.6500', '5. volume': '4634'}"
,"{'1. open': '65.7060', '2. high': '65.8050', '3. low': '65.5470', '4. close': '65.6500', '5. volume': '2757'}"
,"{'1. open': '65.7140', '2. high': '65.8050', '3. low': '65.5470', '4. close': '65.6200', '5. volume': '18239'}"
,"{'1. open': '65.7660', '2. high': '65.8420', '3. low': '65.5400', '4. close': '65.6120', '5. volume': '22230'}"
,"{'1. open': '65.7660', '2. high': '65.8350', '3. low': '65.6070', '4. close': '65.6800', '5. volume': '1998'}"
,"{'1. open': '65.7360', '2. high': '65.8500', '3. low': '65.5770', '4. close': '65.6950', '5. volume': '9195'}"
,"{'1. open': '65.6910', '2. high': '65.7890', '3. low': '65.5170', '4. close': '65.6350', '5. volume': '2307'}"
,"{'1. open': '65.6910', '2. high': '65.7590', '3. low': '65.5320', '4. close': '65.6050', '5. volume': '231'}"
,"{'1. open': '65.7210', '2. high': '65.8050', '3. low': '65.5250', '4. close': '65.5970', '5. volume': '12494'}"
,"{'1. open': '65.7290', '2. high': '65.7970', '3. low': '65.5550', '4. close': '65.6270', '5. volume': '1280'}"
,"{'1. open': '65.7210', '2. high': '65.7970', '3. low': '65.5550', '4. close': '65.6420', '5. volume': '3807'}"
,"{'1. open': '65.7740', '2. high': '65.8420', '3. low': '65.5700', '4. close': '65.6650', '5. volume': '12753'}"
,"{'1. open': '65.7510', '2. high': '65.8720', '3. low': '65.5850', '4. close': '65.7170', '5. volume': '25070'}"
,"{'1. open': '65.7660', '2. high': '65.8350', '3. low': '65.6000', '4. close': '65.6720', '5. volume': '5569'}"
,"{'1. open': '65.7890', '2. high': '65.8570', '3. low': '65.6070', '4. close': '65.6800', '5. volume': '1807'}"
,"{'1. open': '65.7740', '2. high': '65.8650', '3. low': '65.6000', '4. close': '65.7020', '5. volume': '13483'}"
,"{'1. open': '65.7360', '2. high': '65.8500', '3. low': '65.5770', '4. close': '65.6870', '5. volume': '52033'}"
,"{'1. open': '65.6610', '2. high': '65.8270', '3. low': '65.4950', '4. close': '65.6720', '5. volume': '132547'}"
,"{'1. open': '65.6610', '2. high': '65.7290', '3. low': '65.4870', '4. close': '65.5600', '5. volume': '1238'}"
,"{'1. open': '65.6390', '2. high': '65.7590', '3. low': '65.4720', '4. close': '65.6050', '5. volume': '7176'}"
,"{'1. open': '65.6610', '2. high': '65.7290', '3. low': '65.4720', '4. close': '65.5450', '5. volume': '10231'}"
,"{'1. open': '65.6540', '2. high': '65.7370', '3. low': '65.4800', '4. close': '65.5750', '5. volume': '298690'}"
,"{'1. open': '65.6240', '2. high': '65.7290', '3. low': '65.4650', '4. close': '65.5750', '5. volume': '7424'}"
,"{'1. open': '65.7060', '2. high': '65.7740', '3. low': '65.4720', '4. close': '65.5450', '5. volume': '57398'}"
,"{'1. open': '65.6760', '2. high': '65.8050', '3. low': '65.5170', '4. close': '65.6120', '5. volume': '2258044'}"
,"{'1. open': '65.6760', '2. high': '65.7740', '3. low': '65.5100', '4. close': '65.6120', '5. volume': '40038'}"
,"{'1. open': '65.6690', '2. high': '65.7440', '3. low': '65.5100', '4. close': '65.5900', '5. volume': '2235'}"
,"{'1. open': '65.6610', '2. high': '65.7670', '3. low': '65.4950', '4. close': '65.5820', '5. volume': '8192'}"
,"{'1. open': '65.6540', '2. high': '65.7520', '3. low': '65.4950', '4. close': '65.5750', '5. volume': '7218'}"
,"{'1. open': '65.6690', '2. high': '65.7440', '3. low': '65.4950', '4. close': '65.5900', '5. volume': '26694'}"
,"{'1. open': '65.6760', '2. high': '65.7740', '3. low': '65.4950', '4. close': '65.5900', '5. volume': '1059801'}"
,"{'1. open': '65.6460', '2. high': '65.7440', '3. low': '65.4870', '4. close': '65.5820', '5. volume': '73303'}"
,"{'1. open': '65.6310', '2. high': '65.7290', '3. low': '65.4650', '4. close': '65.5520', '5. volume': '71886'}"
,"{'1. open': '65.5780', '2. high': '65.7590', '3. low': '65.4200', '4. close': '65.5450', '5. volume': '148661'}"
,"{'1. open': '65.6010', '2. high': '65.6690', '3. low': '65.3300', '4. close': '65.4840', '5. volume': '94960'}"
,"{'1. open': '65.5560', '2. high': '65.7070', '3. low': '65.3750', '4. close': '65.5070', '5. volume': '70975'}"
,"{'1. open': '65.5180', '2. high': '65.6160', '3. low': '65.3600', '4. close': '65.4620', '5. volume': '25917'}"
,"{'1. open': '65.5330', '2. high': '65.6540', '3. low': '65.3670', '4. close': '65.4390', '5. volume': '5035418'}"
,"{'1. open': '65.5630', '2. high': '65.6390', '3. low': '65.1660', '4. close': '65.4540', '5. volume': '2762205'}"
,"{'1. open': '65.4060', '2. high': '65.8230', '3. low': '65.1950', '4. close': '65.4840', '5. volume': '939141'}"
,"{'1. open': '65.4210', '2. high': '65.5790', '3. low': '65.2550', '4. close': '65.3270', '5. volume': '658826'}"
,"{'1. open': '65.3910', '2. high': '65.5260', '3. low': '65.1320', '4. close': '65.3340', '5. volume': '34324526'}"
,"{'1. open': '65.4510', '2. high': '65.5860', '3. low': '65.2100', '4. close': '65.3120', '5. volume': '9708893'}"
,"{'1. open': '65.3980', '2. high': '65.6310', '3. low': '65.2170', '4. close': '65.3640', '5. volume': '7951275'}"
,"{'1. open': '65.2030', '2. high': '65.5040', '3. low': '64.9620', '4. close': '65.3120', '5. volume': '7964728'}"
,"{'1. open': '65.1200', '2. high': '65.4580', '3. low': '64.7970', '4. close': '65.1170', '5. volume': '6292922'}"
,"{'1. open': '65.1120', '2. high': '65.2700', '3. low': '64.8650', '4. close': '65.0420', '5. volume': '5894315'}"
,"{'1. open': '65.2700', '2. high': '65.4510', '3. low': '64.9320', '4. close': '65.0190', '5. volume': '4907993'}"
,"{'1. open': '65.3680', '2. high': '65.4810', '3. low': '65.1050', '4. close': '65.1920', '5. volume': '2793301'}"
,"{'1. open': '65.1420', '2. high': '65.5190', '3. low': '64.9250', '4. close': '65.2820', '5. volume': '5401232'}"
,"{'1. open': '65.1500', '2. high': '65.3530', '3. low': '64.9400', '4. close': '65.0490', '5. volume': '3349164'}"
,"{'1. open': '65.2480', '2. high': '65.3300', '3. low': '64.9700', '4. close': '65.0710', '5. volume': '2888690'}"
,"{'1. open': '65.3680', '2. high': '65.5040', '3. low': '64.9700', '4. close': '65.1540', '5. volume': '4443111'}"
,"{'1. open': '65.3000', '2. high': '65.5340', '3. low': '65.1270', '4. close': '65.2820', '5. volume': '2742072'}"
,"{'1. open': '65.2930', '2. high': '65.4810', '3. low': '65.1200', '4. close': '65.2140', '5. volume': '2556654'}"
,"{'1. open': '65.2630', '2. high': '65.4580', '3. low': '65.0900', '4. close': '65.2140', '5. volume': '2619511'}"
,"{'1. open': '65.2330', '2. high': '65.3910', '3. low': '65.0000', '4. close': '65.1770', '5. volume': '3266159'}"
,"{'1. open': '65.4210', '2. high': '65.4880', '3. low': '65.0520', '4. close': '65.1470', '5. volume': '2568665'}"
,"{'1. open': '65.3230', '2. high': '65.5490', '3. low': '65.1500', '4. close': '65.3270', '5. volume': '3465025'}"
,"{'1. open': '65.4880', '2. high': '65.5640', '3. low': '65.1570', '4. close': '65.2370', '5. volume': '4092483'}"
,"{'1. open': '65.5410', '2. high': '65.6090', '3. low': '65.3150', '4. close': '65.4020', '5. volume': '1985701'}"
,"{'1. open': '65.5780', '2. high': '65.6540', '3. low': '65.2850', '4. close': '65.4470', '5. volume': '3679900'}"
,"{'1. open': '65.5260', '2. high': '65.6840', '3. low': '65.3450', '4. close': '65.4840', '5. volume': '2298124'}"
,"{'1. open': '65.5110', '2. high': '65.6690', '3. low': '65.3450', '4. close': '65.4390', '5. volume': '1594966'}"
,"{'1. open': '65.5710', '2. high': '65.6770', '3. low': '65.3370', '4. close': '65.4170', '5. volume': '2979072'}"
,"{'1. open': '65.7740', '2. high': '65.8460', '3. low': '65.3900', '4. close': '65.4840', '5. volume': '4247535'}"
,"{'1. open': '65.9690', '2. high': '66.0680', '3. low': '65.5920', '4. close': '65.6870', '5. volume': '1984232'}"
,"{'1. open': '65.9690', '2. high': '66.0600', '3. low': '65.7720', '4. close': '65.8820', '5. volume': '1352426'}"
,"{'1. open': '65.8340', '2. high': '66.0680', '3. low': '65.6670', '4. close': '65.8820', '5. volume': '2492148'}"
,"{'1. open': '65.7510', '2. high': '65.9020', '3. low': '65.5700', '4. close': '65.7470', '5. volume': '952663'}"
,"{'1. open': '65.7740', '2. high': '65.8720', '3. low': '65.5400', '4. close': '65.6570', '5. volume': '2185948'}"
,"{'1. open': '65.8270', '2. high': '65.9170', '3. low': '65.5920', '4. close': '65.6870', '5. volume': '1190059'}"
,"{'1. open': '65.7960', '2. high': '65.9470', '3. low': '65.6370', '4. close': '65.7400', '5. volume': '1206285'}"
,"{'1. open': '65.9240', '2. high': '66.0000', '3. low': '65.6300', '4. close': '65.7250', '5. volume': '2001166'}"
,"{'1. open': '65.9170', '2. high': '66.0000', '3. low': '65.7050', '4. close': '65.8370', '5. volume': '2241731'}"
,"{'1. open': '65.8490', '2. high': '66.0300', '3. low': '65.6900', '4. close': '65.8370', '5. volume': '1500236'}"
,"{'1. open': '65.7360', '2. high': '65.9250', '3. low': '65.5770', '4. close': '65.7620', '5. volume': '1290450'}"
,"{'1. open': '65.7660', '2. high': '65.8420', '3. low': '65.5700', '4. close': '65.6500', '5. volume': '641194'}"
,"{'1. open': '65.7890', '2. high': '65.8800', '3. low': '65.5620', '4. close': '65.6800', '5. volume': '1456049'}"
,"{'1. open': '65.8190', '2. high': '65.9320', '3. low': '65.6150', '4. close': '65.7100', '5. volume': '1188346'}"
,"{'1. open': '65.8570', '2. high': '65.9400', '3. low': '65.6220', '4. close': '65.7320', '5. volume': '1417697'}"
,"{'1. open': '65.9320', '2. high': '66.0380', '3. low': '65.6970', '4. close': '65.7700', '5. volume': '1209876'}"
,"{'1. open': '65.9390', '2. high': '66.0380', '3. low': '65.7500', '4. close': '65.8450', '5. volume': '1301599'}"
,"{'1. open': '65.8340', '2. high': '66.0230', '3. low': '65.6600', '4. close': '65.8520', '5. volume': '1492661'}"
,"{'1. open': '65.8340', '2. high': '65.9470', '3. low': '65.6300', '4. close': '65.7400', '5. volume': '1053529'}"
,"{'1. open': '65.8790', '2. high': '65.9630', '3. low': '65.6370', '4. close': '65.7470', '5. volume': '1295161'}"
,"{'1. open': '65.8940', '2. high': '65.9780', '3. low': '65.6670', '4. close': '65.7920', '5. volume': '1410363'}"
,"{'1. open': '65.7740', '2. high': '65.9850', '3. low': '65.5850', '4. close': '65.8000', '5. volume': '2480970'}"
,"{'1. open': '65.6910', '2. high': '65.8570', '3. low': '65.5170', '4. close': '65.6870', '5. volume': '2077869'}"
,"{'1. open': '65.7290', '2. high': '65.8270', '3. low': '65.5020', '4. close': '65.6120', '5. volume': '2145938'}"
,"{'1. open': '65.8100', '2. high': '65.9020', '3. low': '65.5700', '4. close': '65.6420', '5. volume': '1897102'}"
,"{'1. open': '65.7890', '2. high': '65.9170', '3. low': '65.5770', '4. close': '65.7320', '5. volume': '1313525'}"
,"{'1. open': '65.8340', '2. high': '65.9320', '3. low': '65.5920', '4. close': '65.7020', '5. volume': '2535286'}"
,"{'1. open': '65.8640', '2. high': '65.9400', '3. low': '65.6370', '4. close': '65.7470', '5. volume': '1514805'}"
,"{'1. open': '65.8940', '2. high': '65.9780', '3. low': '65.6150', '4. close': '65.7770', '5. volume': '4448824'}"
,"{'1. open': '66.0070', '2. high': '66.1280', '3. low': '65.7270', '4. close': '65.8070', '5. volume': '2292650'}"
,"{'1. open': '66.0750', '2. high': '66.1660', '3. low': '65.7950', '4. close': '65.9200', '5. volume': '2652066'}"
,"{'1. open': '66.0370', '2. high': '66.1660', '3. low': '65.7950', '4. close': '65.9950', '5. volume': '2868489'}"
,"{'1. open': '66.0290', '2. high': '66.1430', '3. low': '65.8320', '4. close': '65.9420', '5. volume': '2036516'}"
,"{'1. open': '66.0970', '2. high': '66.1730', '3. low': '65.8550', '4. close': '65.9420', '5. volume': '1513354'}"
,"{'1. open': '66.1650', '2. high': '66.2940', '3. low': '65.8700', '4. close': '66.0100', '5. volume': '2091950'}"
,"{'1. open': '66.1650', '2. high': '66.2640', '3. low': '65.9600', '4. close': '66.0780', '5. volume': '900884'}"
,"{'1. open': '66.2470', '2. high': '66.3460', '3. low': '65.9900', '4. close': '66.0780', '5. volume': '1675737'}"
,"{'1. open': '66.2550', '2. high': '66.3990', '3. low': '66.0420', '4. close': '66.1600', '5. volume': '2218819'}"
,"{'1. open': '66.3230', '2. high': '66.4440', '3. low': '66.0790', '4. close': '66.1680', '5. volume': '1505215'}"
,"{'1. open': '66.2850', '2. high': '66.4290', '3. low': '66.1170', '4. close': '66.2350', '5. volume': '2515071'}"
,"{'1. open': '66.1950', '2. high': '66.3840', '3. low': '66.0120', '4. close': '66.1980', '5. volume': '1517667'}"
,"{'1. open': '66.1950', '2. high': '66.3240', '3. low': '65.9900', '4. close': '66.1080', '5. volume': '2039289'}"
,"{'1. open': '66.0220', '2. high': '66.2710', '3. low': '65.8470', '4. close': '66.1150', '5. volume': '2363378'}"
,"{'1. open': '66.0900', '2. high': '66.2330', '3. low': '65.8100', '4. close': '65.9350', '5. volume': '3411692'}"
,"{'1. open': '66.1420', '2. high': '66.2940', '3. low': '65.9070', '4. close': '66.0320', '5. volume': '2414966'}"
,"{'1. open': '66.2170', '2. high': '66.3240', '3. low': '65.9300', '4. close': '66.0630', '5. volume': '3725214'}"
,"{'1. open': '66.2780', '2. high': '66.4290', '3. low': '65.9220', '4. close': '66.1300', '5. volume': '5529065'}"
,"{'1. open': '66.4430', '2. high': '66.5190', '3. low': '66.0640', '4. close': '66.1980', '5. volume': '3405502'}"
,"{'1. open': '66.3150', '2. high': '66.5190', '3. low': '66.1390', '4. close': '66.3560', '5. volume': '3556984'}"
,"{'1. open': '66.3830', '2. high': '66.4670', '3. low': '66.0500', '4. close': '66.2280', '5. volume': '2568654'}"
,"{'1. open': '66.3080', '2. high': '66.4520', '3. low': '66.0720', '4. close': '66.2950', '5. volume': '3919269'}"
,"{'1. open': '66.5860', '2. high': '66.7230', '3. low': '66.1090', '4. close': '66.2200', '5. volume': '6598819'}"
